Student ID,Status,Application Date
6595,6,2049-01-17
9814,1,2108-01-16
2581,1,2007-01-14
5266,1,2000-02-23
7405,3,1970-03-05
9020,7,1991-10-06
8637,8,1976-04-14
4800,8,2044-12-25
6078,4,1993-03-16
10090,10,2065-04-12
5936,5,1983-12-10
9102,8,2016-04-10
4087,1,1975-06-01
4066,4,2069-12-12
3752,4,1972-01-02
6628,8,2020-03-28
9010,1,2086-10-04
6222,10,2004-10-20
2881,3,1995-06-03
4427,10,2030-02-05
5795,5,2054-01-06
3573,10,1979-12-08
10582,8,2013-07-20
2311,8,2001-09-01
8869,2,2001-06-23
9659,3,1975-03-07
8670,7,1983-07-05
5749,8,1978-03-13
3261,1,2029-03-31
1719,5,1983-10-08
8534,8,1998-08-12
9431,4,1993-10-12
9530,7,1989-09-06
3910,1,2019-05-20
3969,2,1971-09-23
2826,7,1971-06-19
4367,9,2003-10-22
3812,5,2007-03-07
4707,5,1970-03-07
5873,9,1971-07-22
4251,3,1973-03-05
8147,3,1981-09-01
9517,10,1974-03-12
6145,3,2012-07-15
2983,5,2069-01-30
5676,5,2069-09-17
3387,2,1971-01-11
9660,6,2012-04-05
6901,5,1988-01-13
8777,4,2037-08-14
3800,2,1982-07-03
8425,8,2004-01-17
1780,3,2005-04-03
9114,6,1978-03-05
1471,8,1988-08-17
7803,6,2004-08-09
10439,7,2001-06-16
10385,3,1993-12-12
7283,8,2013-05-13
7881,7,2015-07-01
9634,5,2011-08-14
2706,10,1987-08-04
4383,9,2161-07-02
9334,5,1975-09-24
9591,4,2013-04-09
7437,10,2017-07-14
8244,2,2034-02-24
8480,8,2038-08-26
2672,8,1971-05-11
9087,1,2013-03-09
6678,5,1976-06-29
6729,7,2056-05-15
7688,6,1990-08-25
1792,9,2042-02-20
10512,5,2045-10-17
4503,1,1984-10-23
2217,7,1996-12-17
4661,1,1977-03-09
4476,10,1977-09-14
7568,2,1994-12-21
7456,2,2015-05-25
6764,8,1980-11-29
5889,9,2008-10-29
9535,8,2033-11-22
1462,9,2056-11-01
6757,6,1982-03-06
6192,2,2018-10-11
10464,3,1990-08-14
5833,10,1979-08-31
1578,10,1970-08-30
7934,8,2001-02-15
4077,8,2055-10-08
10024,8,1983-04-12
7333,4,1975-11-20
9971,2,2076-03-29
6873,8,2011-07-11
5320,4,1971-01-25
6333,9,2031-08-24
7294,2,2005-01-04
7092,9,1993-10-31
10758,4,2015-05-03
8868,3,2009-08-03
7085,9,1995-11-18
10901,7,2006-03-30
7222,2,1974-11-28
7402,7,2010-10-18
9938,9,2127-12-12
9984,4,2002-06-02
3933,9,2166-03-04
3215,8,1983-02-15
4574,2,1988-06-21
8158,10,2002-04-15
2601,6,1976-07-15
3012,6,2002-08-14
7801,1,2026-11-06
5399,3,1974-07-08
10895,1,2000-02-09
1767,2,2099-05-11
7506,3,2011-10-31
2174,10,1974-01-25
9072,6,2131-04-23
3480,8,2006-03-11
7280,7,1995-12-03
2451,5,2223-04-05
1215,10,1971-12-11
1389,9,1992-07-13
4404,4,1998-09-01
8900,4,1981-01-27
5257,9,1993-09-18
8264,7,2084-06-16
1761,4,2029-04-03
1592,5,1976-09-14
1242,5,2007-02-17
4255,1,1972-03-19
5580,7,2026-07-15
10810,10,2023-09-23
9752,2,1972-02-05
2128,1,1983-04-26
2481,7,2013-07-17
1813,5,2030-09-10
1566,3,1971-10-20
7590,8,2006-08-09
1415,10,2020-10-23
6940,1,2021-04-22
3711,9,1993-08-27
3155,9,1999-01-13
4554,3,1994-09-09
4076,6,1975-01-21
1965,10,1988-02-12
2986,6,1975-11-28
2962,9,1981-08-11
5860,10,2011-07-19
5524,5,2018-11-09
7494,1,2128-02-05
2328,1,1977-08-23
10366,9,2015-02-16
8857,8,1975-11-20
7827,8,1986-10-07
3652,2,1978-12-14
6881,10,2068-01-12
1522,3,1989-12-22
2696,3,1972-01-16
2766,7,1978-05-14
6737,8,1975-02-21
6702,7,1975-09-28
2252,5,1994-01-19
3661,1,2019-08-28
8218,1,2012-12-16
8380,5,2005-06-30
1377,4,2039-01-01
8827,10,1978-03-19
10143,6,2024-10-08
4674,8,1973-12-29
10652,2,1998-09-07
10339,4,1972-12-24
10237,6,2023-05-24
6215,2,1982-05-09
8770,4,1987-06-03
9382,2,1970-08-05
5779,7,1994-04-07
8246,4,1987-10-25
9346,5,1971-05-20
6506,9,1986-09-05
8500,7,1982-05-14
3324,6,1978-03-10
8968,7,1970-08-10
7515,1,1992-09-04
9712,8,1985-03-18
3118,8,1998-11-01
4918,7,1989-01-19
5703,8,1977-02-23
2502,4,2058-03-03
4109,2,1978-08-07
10343,9,2026-04-07
3588,6,2012-02-19
6606,1,1971-12-01
7921,5,1987-05-11
7361,9,1986-07-22
1626,5,2048-08-29
5192,1,1976-09-23
10159,5,2043-08-11
9887,2,1976-12-22
2337,10,2076-05-30
9931,7,1988-04-01
8683,4,1994-04-13
2694,1,1975-07-25
5039,3,1984-06-11
3487,3,1997-11-15
2046,8,2018-01-31
7770,5,2069-07-12
10516,7,1994-10-26
2397,10,2036-07-06
8310,9,1972-05-10
9330,4,2008-07-03
8289,3,2063-02-19
2942,4,2018-06-23
6514,8,2005-12-09
5383,1,1979-06-13
3237,5,2088-09-10
3616,8,1980-03-17
7491,5,2005-09-19
3146,4,1973-02-12
2965,6,2028-08-02
4465,2,1976-11-20
9619,3,2052-03-18
1703,1,1983-09-22
7514,9,1975-02-06
7326,4,2005-07-23
8865,5,1985-09-03
5107,2,1987-04-12
9454,8,2044-09-02
2842,6,1971-12-20
7955,8,2054-05-20
6441,1,1975-07-22
6951,2,1982-01-02
7516,10,1974-05-03
2551,10,2005-06-08
2446,1,1992-11-28
1866,8,1975-06-22
7984,10,1970-07-13
2756,8,1981-09-10
4492,8,1985-03-19
2156,1,1985-06-05
3356,1,2074-12-10
8799,2,2046-02-21
4134,9,1974-11-14
8122,8,2081-03-21
1202,5,1990-02-07
5542,4,2140-12-08
4498,1,1974-08-30
2645,8,1979-08-26
5539,2,1989-05-18
2434,5,2052-11-04
3252,4,1995-05-17
10504,9,1985-12-13
8104,5,1990-11-13
9227,8,2003-11-20
3086,1,2084-04-04
1714,5,1996-03-18
10006,5,1985-03-02
8871,1,1973-08-29
1103,4,2018-07-02
10249,9,2001-08-17
8902,10,1971-11-21
4763,4,1975-07-16
1480,1,1982-01-06
8660,3,2006-04-30
3824,3,1981-06-29
8621,6,2072-01-09
2359,8,1988-01-14
8448,10,2027-04-28
1010,7,1977-03-23
8254,8,2027-10-11
5034,9,2017-11-13
4403,10,2025-09-06
9038,10,1994-09-03
10081,4,1973-12-13
1316,2,1995-07-21
6296,6,1972-08-14
4433,3,2006-10-02
2379,7,1987-11-08
7069,4,2000-08-17
10203,7,2013-10-01
10288,3,2005-10-31
8458,7,1985-08-01
8772,8,1978-08-10
10898,7,2035-12-11
5471,9,2096-04-01
8403,7,1972-01-15
9805,1,2003-02-17
1997,10,1991-04-19
10302,7,1977-10-26
7838,3,1999-02-01
5073,8,2052-12-12
9163,7,2016-01-09
10190,1,1972-01-25
10539,7,1988-10-14
5117,5,2011-10-05
10251,9,2028-10-09
1251,5,1987-02-26
9386,1,1973-10-30
2846,10,2037-11-09
8449,9,1986-05-07
8390,7,2050-12-10
10099,1,2031-11-23
3949,9,1972-12-31
4321,2,2103-07-26
9711,9,2004-03-10
1248,3,1999-01-25
7480,4,1970-02-24
9393,10,2003-03-06
10118,6,1983-02-01
7987,2,2206-05-01
3814,10,2045-10-19
9556,1,1993-07-27
10509,2,2032-10-04
8742,7,1980-01-10
7535,1,2000-10-29
1237,3,1991-02-19
7447,8,1972-12-18
4155,6,2006-07-30
9682,2,2005-06-15
2247,2,1997-05-17
4144,7,1985-06-14
3353,5,1978-02-16
8715,4,1985-12-19
5323,1,2025-06-09
1666,9,1978-03-20
4100,1,1995-05-24
9116,3,2088-02-14
4437,6,2042-02-05
3419,3,1976-07-10
4440,10,2043-07-28
2241,3,2021-11-21
3854,9,2060-06-27
8097,5,2041-04-12
7985,3,1974-08-30
8048,6,2096-10-18
1337,3,2128-02-02
4698,5,2023-06-04
8899,10,2023-12-15
1628,10,1996-09-04
1384,8,2035-09-06
9544,9,1997-06-24
10467,5,1974-09-03
4886,6,2015-10-13
5639,8,1970-04-22
8519,1,1977-07-19
7776,4,2000-10-25
8029,1,1985-08-22
8580,6,2003-05-10
2109,10,2013-04-25
2920,1,1970-01-07
9926,3,1972-04-04
9732,10,2009-12-14
7624,5,1986-06-19
7499,7,2028-08-31
2759,4,2009-04-10
6125,1,2001-09-07
8472,7,2131-10-03
1712,6,1971-12-22
8960,6,1976-06-29
3370,4,2017-09-20
7781,9,1972-11-27
4835,10,1995-12-01
3250,5,1999-10-16
7458,8,1981-05-09
10456,10,1985-09-09
8573,3,2103-05-06
1103,6,1984-05-24
6290,1,2033-04-12
2400,6,1972-06-06
9833,9,2034-11-12
3569,2,1978-05-28
6560,4,2032-09-13
4031,7,1985-07-25
1722,5,1973-03-17
8378,8,2020-03-30
10566,5,1982-06-20
9476,1,1983-12-01
2767,7,1976-08-09
2067,5,2010-03-07
8794,3,1978-10-25
7657,9,2045-01-30
2263,10,1996-03-31
5834,1,2005-07-08
3985,5,1983-07-24
10488,6,1970-04-21
10741,10,1991-04-20
9418,1,1984-05-31
9229,8,1972-08-07
6242,6,2066-11-06
8386,10,1971-07-11
3182,8,2002-05-24
8173,4,2042-02-01
9049,6,2013-07-17
9232,9,2025-05-05
6267,3,1983-12-21
6278,1,2001-02-27
4411,2,1979-12-06
9312,5,1990-02-07
3401,10,1981-02-04
3459,6,1980-11-04
4948,6,2029-03-12
4412,7,2006-11-08
4665,7,1982-05-30
2304,3,2013-11-21
7797,3,1987-12-09
1427,9,1972-02-24
10831,10,2009-05-29
4299,10,2074-07-02
2429,8,1982-09-24
4213,4,1980-09-26
5875,4,2004-01-11
6551,3,1984-04-25
7768,2,2014-09-30
5519,6,1995-02-20
1263,3,1974-03-26
7380,8,1984-05-18
3925,6,2080-10-22
2866,6,1985-11-02
5297,10,2003-03-22
10759,10,2154-03-13
8060,5,1981-11-16
5565,3,1994-01-04
1604,9,1985-06-03
3745,1,2009-06-26
4609,9,1986-11-30
7664,10,2012-02-07
1729,2,1982-06-30
2411,5,1992-08-13
9883,6,2021-02-09
2105,8,1974-05-13
3624,6,2031-03-17
2612,6,1992-04-17
2168,3,2040-10-03
6672,8,2168-09-12
8383,2,2007-12-17
6450,4,1970-04-11
9608,5,2127-11-17
8017,3,2009-02-28
7755,6,2083-05-15
1467,7,2065-04-24
8481,8,2024-09-27
1684,3,1986-01-02
3260,1,2123-08-01
1974,9,2001-11-21
7186,8,1993-03-04
7254,1,2109-09-30
8126,10,2127-06-25
4301,7,2000-08-05
7123,5,2018-05-16
7691,7,2041-05-04
10543,3,1978-07-24
3357,8,1982-10-17
6458,1,1971-06-11
8127,8,2085-12-01
9335,8,2010-01-19
2687,5,2103-04-12
5031,1,2010-07-01
3013,3,2034-02-12
6725,8,1977-02-25
5555,9,2100-10-19
8898,6,1989-04-12
8701,9,1989-03-29
7090,1,2071-05-25
7959,5,1975-08-15
7248,6,1983-09-22
2596,5,2124-03-11
1268,10,2018-04-06
4571,9,1982-12-27
7057,2,2009-03-08
2498,3,1974-04-17
3621,7,1980-10-08
8181,8,1989-05-28
6482,10,1977-04-10
3304,1,2016-07-18
3499,3,1977-05-24
6644,6,1970-07-23
2433,10,2000-02-27
7023,10,2035-01-12
8196,3,1998-02-02
6155,2,1995-09-17
5918,7,1993-04-05
3246,1,2010-08-05
10345,1,2152-08-07
3151,9,2009-06-11
3011,1,2019-10-20
1960,10,1997-03-17
3075,8,1974-11-25
2272,7,2030-02-22
3221,9,2019-07-08
2892,2,1987-06-13
2947,9,1970-01-18
5377,4,2196-08-27
3756,3,2028-03-28
7817,5,2015-10-25
8278,4,2033-04-01
10151,6,1977-11-04
7209,5,1973-05-28
5668,5,2008-10-13
7095,4,2021-06-26
9291,9,2032-07-18
3501,4,1995-08-28
9968,6,1983-05-22
7120,3,2006-08-30
4133,10,2012-08-15
2877,4,1982-03-11
9402,3,1997-11-27
7996,7,1994-07-29
3705,10,1979-09-03
5941,6,1992-02-04
2251,4,1978-04-12
2762,9,1972-11-23
6803,2,1979-11-21
2650,5,1988-04-20
7835,6,1982-03-25
2953,1,2051-01-06
2294,7,2027-07-31
8671,3,2052-11-11
2047,3,1982-08-17
1928,4,2014-08-01
5021,9,1996-02-04
3444,3,1974-08-08
7097,3,1983-11-07
7354,9,2048-05-25
7054,2,2064-08-21
1342,8,2002-11-19
5973,3,2039-04-15
1368,7,1977-08-03
8559,4,1992-02-18
9254,5,2033-08-09
3047,8,2017-05-01
4560,3,2014-02-26
2772,9,2000-01-14
8381,8,2041-04-10
4885,1,2017-09-21
10767,10,1985-11-05
2673,3,2084-02-09
8053,3,2007-04-14
4623,4,2012-02-06
6713,3,2003-02-09
7532,10,1983-03-30
9838,1,2031-10-01
8487,1,1997-09-27
6210,9,2018-05-13
3166,10,2058-05-12
3408,6,1989-03-04
9483,10,1993-03-16
8640,2,2054-08-04
8774,3,2014-07-21
8505,9,2048-08-16
10872,5,1975-10-28
3423,7,1976-05-01
3784,8,1976-10-22
4349,6,2033-07-23
9982,5,1996-10-25
3821,4,1983-10-11
1420,1,1985-12-14
3918,3,2032-05-14
8180,4,2005-01-07
6616,10,2006-08-30
8020,10,2021-02-07
10064,4,1982-10-09
7259,5,1975-03-04
6008,1,1983-07-31
1207,4,2100-10-07
2276,10,2035-02-14
8694,10,1986-11-18
10791,6,1981-08-25
3072,4,1986-01-08
5170,4,1974-02-15
3004,2,2097-02-08
5278,1,1992-08-08
2026,7,2041-12-23
1424,7,1971-12-27
5965,3,2022-12-30
5233,9,1996-11-13
3219,1,2000-03-16
8649,10,1988-09-21
10485,3,2013-09-04
5467,8,1970-12-26
2668,3,2046-09-01
4390,9,1979-08-05
4972,9,1970-11-30
7111,7,2024-08-22
2380,10,1992-07-09
2126,3,2001-02-12
8712,4,1974-11-26
6416,3,1997-08-16
6988,8,1991-09-05
7940,4,1984-02-19
10641,4,2104-05-31
5301,4,1984-07-25
1796,9,2028-06-05
8055,8,1980-12-14
9605,1,1995-06-23
4085,5,1978-05-22
7455,2,2162-08-10
2092,10,2090-01-22
1410,1,2019-10-06
10518,10,1976-02-27
9843,4,1977-04-23
4217,8,2026-03-19
4770,8,1975-09-05
4538,10,1986-09-16
10078,6,2031-05-14
6661,1,1988-03-27
6118,8,1979-11-23
9208,1,2009-01-18
1434,3,2072-07-03
7187,1,2030-03-31
6722,1,2004-06-26
8258,4,1999-08-08
9559,5,2000-08-28
2215,8,1978-06-14
1945,8,1998-04-26
5857,5,1994-11-07
2053,6,1975-08-04
7822,5,1991-06-02
10217,2,1976-06-24
7807,8,2092-10-03
4925,10,1981-03-07
2181,10,1976-07-03
5415,10,1976-02-02
7020,7,2038-08-03
10074,3,1990-11-29
10180,8,2000-03-06
9925,10,1987-01-22
5418,4,2016-06-06
5123,6,2028-03-31
5345,2,1971-07-12
3527,5,2001-09-24
3167,1,1993-06-30
9056,10,1998-05-13
5742,1,1976-06-19
5783,5,2062-02-21
8893,8,1994-07-25
9819,3,1993-02-03
7378,10,2010-06-24
7739,1,2052-02-28
4454,8,2016-02-27
3515,9,2010-04-30
6739,4,1980-04-17
4174,5,1982-09-02
4105,2,1978-05-05
6693,6,1988-11-02
4501,9,2036-09-30
5910,6,1996-03-18
4015,10,1981-06-13
5741,1,1991-08-07
7544,7,1984-11-28
3217,6,1975-08-23
1743,3,1978-04-18
7025,4,1985-10-10
8578,1,1991-11-03
8066,2,2048-06-19
9323,5,1993-11-18
4866,3,2036-07-26
5729,4,2061-12-04
7994,6,1996-01-13
1519,4,1983-10-10
4300,2,2074-03-18
3316,10,2055-10-30
2507,1,1984-11-06
7289,4,1986-12-11
2073,2,2017-01-22
4252,3,2023-06-28
6747,8,1976-09-29
3223,3,2036-07-17
2901,3,2021-01-22
2832,7,1990-12-16
2664,10,2085-07-30
3384,9,2004-12-13
3458,3,1980-09-01
6219,1,1987-06-29
5163,4,1979-04-23
8932,4,2003-03-04
1831,10,2012-01-03
1535,2,2013-02-23
8460,8,2010-10-10
10742,1,1976-09-16
10325,1,2008-11-19
5794,8,2004-04-17
8594,5,1973-06-23
6353,1,2051-10-17
5001,4,1980-06-04
4032,2,2055-01-13
5341,5,1988-11-19
9169,8,1983-03-29
4280,1,1998-11-01
6773,4,2015-02-09
1518,7,1994-10-07
1962,1,1982-08-20
1266,7,2066-11-06
10341,2,1997-11-11
8198,1,2013-07-05
3190,6,1977-07-18
5147,4,1981-12-14
10433,5,2024-02-22
4838,1,2172-12-07
3566,2,1997-04-11
2172,9,1972-09-03
1511,8,1987-08-21
3472,8,1988-04-04
2021,4,1997-07-09
7843,8,2001-04-30
8895,2,1992-07-30
6394,10,1981-02-10
9852,7,2130-01-20
7760,8,2016-09-13
8836,4,2079-11-16
1825,4,1973-06-03
8963,5,2000-04-05
2339,6,1992-04-15
2475,2,1983-03-03
10801,9,1974-01-21
3922,2,2008-09-09
1496,10,1974-09-11
10650,9,2017-11-30
5097,8,2005-02-17
4244,1,1977-10-27
6586,9,1975-05-05
4388,1,1972-09-02
8586,8,2094-06-23
2945,8,2086-07-09
6208,8,2018-05-09
6236,5,1972-01-19
1583,6,1991-05-19
3794,6,2038-11-30
5561,1,1985-04-12
9470,5,2022-04-29
2938,4,1987-02-20
9223,2,2072-09-19
7483,9,2008-12-15
1509,3,2014-05-02
10084,1,1971-01-30
9701,7,2006-06-14
6932,10,2041-07-24
9148,8,2005-02-03
3276,3,1977-09-29
3471,5,1996-09-20
6538,1,1978-06-17
3281,9,2110-07-28
3879,9,1973-04-14
3006,7,1980-07-09
5595,3,2007-04-03
2118,7,2043-04-18
5785,7,2142-04-01
5176,8,1972-01-24
10672,10,2020-03-05
5698,1,2058-02-24
3009,9,2054-09-03
8957,8,1989-12-06
9522,10,2062-05-27
6427,1,2028-01-14
4276,2,1998-07-20
1295,6,1990-01-13
8639,2,1989-01-04
6372,9,1976-05-09
1697,1,1979-11-22
5279,2,1971-03-01
4159,2,2038-08-02
2663,10,1994-07-02
7601,3,2024-11-29
5642,7,1989-07-03
3931,10,1993-04-01
4254,5,1977-09-11
6168,4,1978-03-13
9306,6,2098-10-15
6288,1,1972-12-16
6241,2,2021-12-31
1618,2,1980-04-12
8212,6,2007-12-18
9702,9,2024-01-10
5346,3,2107-09-25
9589,4,1988-10-31
6982,2,2091-02-07
1835,1,2010-01-23
6156,8,2018-06-16
10446,8,1971-05-28
10668,5,2014-08-07
4170,6,1998-03-31
3505,7,2000-12-18
7534,10,1985-04-05
1253,5,1996-05-24
8971,6,2085-08-15
10770,5,1998-02-25
2377,6,1971-06-25
10861,3,2014-04-03
2155,8,1973-11-28
1398,3,1978-07-19
4123,7,2161-11-25
3196,2,2016-08-27
6946,9,1978-12-21
8132,1,2056-08-17
6749,4,2007-05-22
8347,2,1996-09-07
5656,7,2008-09-11
4819,4,2000-05-08
6863,5,2052-06-16
2139,3,1994-09-29
4208,4,1986-04-10
4257,9,2039-10-23
2844,8,1988-12-15
7885,4,2010-10-11
10108,3,2058-06-09
7340,9,1989-10-15
7478,2,1983-04-07
7853,3,1995-04-10
3019,6,1998-03-19
5865,3,2055-09-20
9974,9,1989-11-21
3771,7,2002-02-01
2237,3,1988-05-06
4528,1,2082-11-11
8033,7,2012-04-05
5635,9,2002-07-01
1619,6,1978-07-24
3674,1,1984-06-02
5634,4,1982-01-24
3614,1,1977-06-16
5800,9,2028-02-14
1841,3,1995-04-14
9487,5,1971-09-19
9057,8,1988-04-17
9257,8,1983-01-18
8590,6,1971-05-26
2178,1,1991-04-23
6378,9,1992-09-26
8942,8,1979-05-15
2239,7,2001-01-21
9768,9,2019-06-13
8177,5,1981-02-04
4850,9,1978-12-09
10818,10,2033-10-17
9485,10,1984-09-14
7746,1,1986-12-29
3407,1,2029-02-06
7045,9,1971-10-18
3767,4,2000-11-01
6068,2,1984-01-28
4876,2,1975-10-14
4415,4,2105-03-23
8489,4,2038-09-16
8095,9,1985-02-12
7012,8,2055-12-01
7715,5,1994-04-18
6785,6,2014-07-16
3447,6,1998-12-05
2270,1,1974-02-09
8736,5,1978-07-31
3865,8,2060-11-27
5110,5,1975-09-12
9757,7,2001-06-13
6480,1,2046-01-10
7005,10,2162-05-14
10317,4,2003-11-07
1301,4,2020-11-16
6765,8,1989-05-03
7596,4,1996-10-12
10331,4,1986-02-20
8996,5,1985-10-01
9534,6,2039-12-16
4974,6,2029-08-28
10707,1,1976-11-03
8847,6,2029-12-07
2066,7,1983-12-05
2649,1,1988-11-18
7391,7,1996-05-23
10583,6,2017-07-22
3688,8,2010-10-29
5024,2,1972-05-26
3633,10,1974-06-02
5772,6,2006-06-18
7126,3,1989-12-24
10726,6,2042-05-23
5735,6,1977-01-17
4951,4,1998-01-14
5145,5,2020-02-20
6908,1,1975-06-15
4606,8,1976-04-13
6999,9,1974-07-03
6413,9,1974-07-20
8563,2,1996-01-23
5509,9,1978-11-16
2117,4,1993-11-17
9806,3,1996-05-13
8145,10,2017-12-04
9601,5,2046-10-25
2061,4,1998-11-04
10401,1,2009-06-20
9329,6,1994-08-28
3161,5,1979-05-02
1227,8,1999-04-27
6415,8,1985-02-18
1243,9,1983-08-18
7724,3,2021-08-07
10841,2,2003-09-23
7217,6,2000-10-25
5697,2,2044-10-06
8798,8,2001-10-07
8653,9,2001-12-15
3055,5,2011-06-20
5033,3,1982-05-09
8788,4,1984-02-03
5050,4,1993-05-09
4203,8,1975-06-22
1298,2,2006-04-23
5067,5,2001-06-06
8879,4,1998-11-06
9687,1,1970-09-06
7266,3,1993-10-27
9558,8,2052-03-02
1633,2,2012-12-06
6926,4,1994-02-11
1749,4,1974-06-19
7630,8,1995-09-04
1926,2,1972-12-09
9774,5,1986-01-18
2264,7,2001-05-22
3830,8,1995-05-21
8407,5,1985-06-30
4023,7,1972-02-09
6680,3,2022-06-28
6630,7,2008-01-07
10870,9,2000-08-10
3174,1,1981-06-09
8207,2,1984-04-08
9069,8,2002-11-08
2112,6,1975-11-23
2807,5,1970-04-23
10735,9,2015-12-11
10166,10,1977-05-07
9541,1,2006-04-19
6255,2,2046-11-20
3534,3,1977-03-31
4090,6,1985-01-17
9561,10,1986-08-13
9015,5,1979-04-19
1559,10,1997-12-17
3143,10,1976-07-11
6658,6,1971-03-31
6584,9,1997-08-11
8958,9,1972-06-19
2161,5,1973-06-09
8668,9,1975-10-19
9653,1,2073-12-13
10924,9,2029-02-04
10095,8,2062-04-23
9096,6,2054-02-07
4917,5,1974-05-25
7894,3,2001-07-19
6604,2,1972-08-16
6531,5,1978-07-08
4807,4,2036-01-22
4500,7,1978-09-03
4054,4,1986-10-26
4632,8,1989-03-19
1999,4,1970-02-18
4389,7,2001-11-27
4531,7,1990-05-04
6641,1,2020-11-21
8685,5,1973-03-09
3064,5,2017-07-15
1833,2,1970-11-15
5899,7,2123-08-04
2467,5,1989-08-12
3844,2,1978-03-08
8904,2,2009-11-09
5333,1,1994-12-26
7583,8,1978-08-22
9943,3,1996-05-24
1904,8,2139-03-15
8117,1,2021-12-29
2484,9,1976-09-23
2131,9,1988-02-24
10083,5,1979-12-16
1725,3,1986-08-28
8889,2,2023-06-23
2594,10,2003-06-24
10763,10,1981-11-08
6684,7,2026-09-21
5711,1,1994-01-17
9873,3,1977-08-06
2041,4,2043-11-22
4672,3,2006-06-01
8140,10,1974-12-19
9118,9,2033-11-26
5880,6,2011-05-27
4691,7,2007-01-08
3397,10,2035-01-28
9767,1,1998-02-01
10171,4,2009-09-19
5534,2,1973-01-22
9336,5,1973-04-10
5891,7,1988-04-25
3298,3,1982-11-03
10921,8,1994-01-12
2943,6,2024-09-25
4235,2,1989-06-25
7592,9,2031-08-24
4108,7,2020-04-21
5736,2,1972-03-13
1402,8,1991-07-10
7699,2,2084-05-06
2090,4,2007-11-28
1923,1,1980-10-19
10002,5,2084-02-25
4386,8,2076-03-14
10684,4,1979-03-18
3148,9,2014-02-14
8463,1,1986-02-06
10799,1,2097-08-18
7930,10,2067-02-13
2917,7,1975-08-13
5230,4,2029-08-31
9422,10,1993-02-09
4068,1,2036-10-09
3180,10,1977-05-11
8599,7,1984-03-23
7044,8,1987-09-29
7288,5,2022-04-19
2233,9,1988-10-17
9700,3,1994-10-07
3581,8,1971-09-28
6404,9,1989-12-10
1373,3,2058-03-21
8349,3,1993-02-20
7554,2,1978-03-20
9821,4,2010-06-23
6007,2,2060-11-24
3768,6,1971-11-30
2362,10,2109-05-26
6047,5,2040-08-29
4615,6,2040-02-27
2165,5,1981-12-21
1723,1,2006-01-27
9419,4,2003-04-02
1403,8,1994-12-16
6244,4,2029-07-04
5349,8,2152-12-01
5791,3,2003-10-02
9726,6,1996-06-07
8352,3,2005-06-13
8727,9,2002-07-01
9147,4,1971-10-03
2431,3,1974-06-26
3027,6,2084-06-07
6970,7,2093-08-02
10154,5,1986-01-20
1558,5,2004-12-02
9898,10,2011-06-08
10694,1,1992-05-14
6301,1,2004-12-31
10734,4,2125-05-27
6344,7,2044-01-28
4625,4,2098-07-01
3930,5,1997-01-19
5946,4,2018-08-31
5733,2,1976-07-03
5082,9,2019-12-17
4423,4,1981-12-18
4152,5,1986-07-30
9868,8,1989-11-10
1716,8,2006-06-02
1468,1,2003-01-24
3230,5,1987-08-25
4190,10,2023-10-22
10784,9,2084-05-23
10802,7,1973-12-18
6575,7,1992-05-01
1664,9,1993-05-17
8682,6,1970-08-24
8953,8,1987-12-23
7666,8,2011-02-18
7219,5,1986-10-25
4129,9,2004-11-03
8359,1,1976-08-23
1472,5,1973-02-18
10264,6,2039-01-10
4671,10,2012-06-24
6099,7,1979-01-02
10661,10,2132-10-07
9246,1,1976-01-07
3139,5,2029-07-22
8914,4,1988-02-24
5828,9,2096-03-10
10149,1,2036-11-23
7705,2,2001-01-02
10204,2,1979-06-16
6204,3,1975-10-13
9504,8,2009-01-01
8762,4,1976-07-18
6057,7,1977-09-28
8522,4,1986-09-15
8353,9,1999-02-20
8434,2,1992-04-16
9792,5,2035-05-30
8585,4,1971-09-29
2503,2,1972-05-22
8743,2,2056-03-21
4181,6,2037-04-21
3087,3,2020-08-21
3900,4,1978-03-09
7751,7,2022-09-23
9772,9,1999-08-29
6129,4,2061-09-25
8738,7,2008-02-10
2289,7,1974-03-05
1229,6,2031-08-04
7232,10,2023-08-23
7805,7,1989-10-23
3268,1,1982-11-05
9405,1,2008-12-26
7043,1,2010-11-22
1423,1,1995-07-21
1341,2,1974-01-30
3888,3,2031-01-28
1325,3,1977-05-08
3300,4,1999-08-21
8374,9,1991-08-11
8290,1,1973-01-23
7436,2,1970-10-09
8101,6,2004-06-10
6913,1,2042-11-16
7002,9,1972-05-04
9459,7,1978-12-25
8747,5,1984-12-24
4920,6,2083-02-11
3842,3,1980-06-12
10300,9,2014-05-09
10863,3,1993-04-03
4646,5,2070-09-12
9237,6,2017-07-20
1704,1,1970-04-28
2037,4,2119-10-07
10391,1,1988-11-23
8483,1,1980-05-19
5780,7,2022-02-15
3951,10,1982-02-18
7706,9,1980-02-28
1349,3,1997-07-24
9783,8,1998-09-01
4446,9,1996-12-01
2496,4,2032-07-11
7618,8,1975-04-01
2290,10,1983-04-12
7961,6,1976-10-25
6422,10,1971-12-01
1786,1,1973-08-02
7425,7,2003-07-22
4723,4,2046-12-05
10216,2,2010-01-16
1832,5,2062-07-26
2089,2,1976-05-05
5926,9,1984-03-16
9310,6,1979-03-27
9655,1,2070-04-26
7804,8,2015-08-21
5043,7,1971-08-18
7403,10,2007-10-15
4402,1,1985-04-04
9111,2,2005-12-14
9407,7,2002-11-13
