Student ID,Department
6870,Engineering
8616,Business
3049,Arts and Sciences
1659,Business
7095,Arts and Sciences
8310,Arts and Sciences
7151,Arts and Sciences
4275,Engineering
6817,Arts and Sciences
4092,Arts and Sciences
7282,Business
7065,Engineering
6340,Business
2435,Business
1807,Arts and Sciences
5569,Arts and Sciences
9341,Business
3567,Engineering
1368,Engineering
4208,Business
4607,Business
5452,Arts and Sciences
3029,Business
6180,Engineering
1782,Arts and Sciences
7370,Business
5138,Business
4842,Engineering
4085,Arts and Sciences
1539,Business
5519,Business
4202,Arts and Sciences
5037,Engineering
2054,Business
8241,Arts and Sciences
2325,Engineering
9381,Engineering
8932,Engineering
6164,Arts and Sciences
3749,Business
7906,Arts and Sciences
7716,Arts and Sciences
8357,Engineering
8551,Engineering
1983,Engineering
6725,Engineering
3824,Arts and Sciences
7576,Arts and Sciences
6039,Business
6030,Arts and Sciences
3869,Business
4672,Engineering
10935,Business
10497,Arts and Sciences
1204,Engineering
10851,Engineering
10228,Engineering
8298,Business
5576,Business
1813,Business
3693,Business
8641,Arts and Sciences
1935,Arts and Sciences
6581,Engineering
6638,Arts and Sciences
6497,Engineering
6006,Arts and Sciences
2737,Business
7068,Engineering
5110,Arts and Sciences
6316,Business
6628,Arts and Sciences
4262,Engineering
8491,Business
7999,Business
1984,Arts and Sciences
1521,Engineering
4258,Business
8865,Arts and Sciences
4788,Arts and Sciences
2876,Business
10340,Arts and Sciences
9069,Engineering
5795,Arts and Sciences
9418,Business
4632,Engineering
5561,Engineering
9755,Engineering
5494,Arts and Sciences
7275,Engineering
5183,Arts and Sciences
5109,Arts and Sciences
4638,Arts and Sciences
3792,Business
6221,Engineering
2852,Engineering
1690,Business
8618,Engineering
3175,Arts and Sciences
4273,Business
1444,Arts and Sciences
1375,Engineering
8074,Business
8735,Engineering
9955,Business
10164,Arts and Sciences
10560,Arts and Sciences
6944,Arts and Sciences
8137,Arts and Sciences
3826,Arts and Sciences
3539,Engineering
8743,Business
4487,Arts and Sciences
10387,Arts and Sciences
8647,Business
8791,Arts and Sciences
5815,Business
1774,Engineering
9198,Business
5744,Engineering
1964,Business
5706,Engineering
6215,Arts and Sciences
9280,Arts and Sciences
7410,Business
10896,Business
4495,Arts and Sciences
6452,Arts and Sciences
8584,Business
1840,Business
7597,Arts and Sciences
6170,Engineering
8103,Business
1857,Engineering
8315,Arts and Sciences
3268,Engineering
5746,Engineering
3558,Arts and Sciences
4346,Engineering
7578,Business
9296,Engineering
9753,Business
7535,Business
9739,Arts and Sciences
7463,Engineering
2034,Engineering
5668,Arts and Sciences
9154,Engineering
3960,Arts and Sciences
6209,Arts and Sciences
6432,Arts and Sciences
6850,Business
9898,Engineering
5881,Business
3231,Arts and Sciences
7028,Engineering
8030,Arts and Sciences
8561,Arts and Sciences
10858,Engineering
8075,Arts and Sciences
6308,Engineering
2743,Engineering
8492,Arts and Sciences
8396,Arts and Sciences
8026,Arts and Sciences
5366,Arts and Sciences
6019,Business
4626,Business
8215,Arts and Sciences
5081,Arts and Sciences
6546,Engineering
4436,Engineering
10706,Arts and Sciences
6607,Arts and Sciences
8627,Arts and Sciences
2831,Arts and Sciences
3209,Engineering
10428,Engineering
4152,Arts and Sciences
2959,Arts and Sciences
8734,Engineering
2738,Business
2826,Business
2134,Arts and Sciences
8773,Business
6013,Business
10415,Business
1624,Business
6995,Arts and Sciences
3327,Arts and Sciences
8938,Arts and Sciences
5166,Engineering
6575,Engineering
4817,Engineering
6642,Engineering
6842,Arts and Sciences
2305,Arts and Sciences
9128,Business
6457,Business
3082,Engineering
8649,Business
5738,Engineering
8717,Arts and Sciences
7994,Business
3227,Arts and Sciences
2513,Engineering
4785,Engineering
2618,Engineering
1554,Engineering
6349,Engineering
3755,Engineering
2920,Business
10126,Arts and Sciences
1974,Arts and Sciences
8748,Business
3635,Arts and Sciences
4521,Arts and Sciences
3785,Engineering
5606,Business
2898,Business
3473,Engineering
10701,Engineering
9224,Engineering
1519,Business
5169,Business
9698,Engineering
6246,Arts and Sciences
10480,Arts and Sciences
8076,Arts and Sciences
8853,Arts and Sciences
2209,Engineering
9007,Engineering
5451,Arts and Sciences
9521,Engineering
4015,Engineering
2154,Engineering
7680,Arts and Sciences
3520,Arts and Sciences
1663,Engineering
4565,Business
9860,Business
6267,Business
8594,Engineering
7150,Business
7206,Engineering
4102,Arts and Sciences
2507,Business
4692,Business
8518,Business
9938,Business
3316,Engineering
5906,Business
1500,Arts and Sciences
7601,Arts and Sciences
1621,Business
7822,Engineering
1922,Business
4342,Engineering
6686,Arts and Sciences
6832,Engineering
9068,Business
10521,Engineering
7783,Arts and Sciences
4982,Arts and Sciences
7685,Engineering
6404,Arts and Sciences
10027,Arts and Sciences
8322,Arts and Sciences
3258,Business
3637,Arts and Sciences
1895,Engineering
3417,Arts and Sciences
9263,Arts and Sciences
8144,Business
4361,Arts and Sciences
9660,Business
4941,Arts and Sciences
9508,Business
3889,Business
4468,Engineering
4757,Engineering
3397,Engineering
5162,Arts and Sciences
7293,Business
6117,Arts and Sciences
4030,Arts and Sciences
1761,Engineering
8508,Business
3888,Engineering
7585,Business
1530,Business
3662,Engineering
9997,Arts and Sciences
9588,Arts and Sciences
3022,Business
2394,Engineering
4257,Business
8116,Arts and Sciences
8271,Engineering
7141,Engineering
4551,Arts and Sciences
5710,Engineering
5769,Arts and Sciences
8073,Business
9559,Arts and Sciences
7571,Arts and Sciences
2411,Business
7195,Engineering
7213,Business
9940,Arts and Sciences
6601,Arts and Sciences
2280,Engineering
8472,Arts and Sciences
8270,Engineering
9994,Arts and Sciences
2646,Business
3983,Arts and Sciences
9988,Arts and Sciences
8862,Engineering
8828,Business
6138,Arts and Sciences
7340,Business
2951,Engineering
8844,Arts and Sciences
2100,Business
2351,Business
10709,Engineering
1289,Business
9808,Arts and Sciences
8160,Arts and Sciences
8266,Business
1059,Math
4430,Engineering
6093,Business
9933,Arts and Sciences
2151,Engineering
6523,Engineering
4440,Engineering
7489,Arts and Sciences
8721,Business
6258,Business
2882,Engineering
8195,Business
6026,Arts and Sciences
10773,Arts and Sciences
10728,Business
6960,Arts and Sciences
5503,Business
5702,Business
9776,Arts and Sciences
10884,Engineering
5069,Business
8387,Engineering
1736,Business
6008,Arts and Sciences
5289,Arts and Sciences
2922,Engineering
6111,Engineering
10908,Arts and Sciences
4177,Engineering
7926,Arts and Sciences
6169,Arts and Sciences
4403,Engineering
6761,Business
5789,Engineering
6572,Business
9849,Engineering
3274,Arts and Sciences
8183,Business
1959,Arts and Sciences
8225,Business
6232,Arts and Sciences
1348,Business
10315,Engineering
6661,Engineering
8386,Engineering
4510,Engineering
9083,Engineering
8398,Business
1412,Arts and Sciences
9312,Business
7818,Business
10040,Engineering
10732,Business
3484,Engineering
2739,Engineering
7862,Business
9118,Engineering
10794,Engineering
6222,Arts and Sciences
3211,Arts and Sciences
1506,Arts and Sciences
8403,Engineering
8438,Arts and Sciences
3230,Business
5210,Arts and Sciences
2193,Arts and Sciences
10325,Business
4347,Arts and Sciences
1513,Business
4059,Engineering
3298,Engineering
4822,Arts and Sciences
1580,Engineering
5308,Engineering
5922,Engineering
8324,Arts and Sciences
3715,Engineering
6357,Engineering
5886,Arts and Sciences
8965,Business
9864,Arts and Sciences
4134,Engineering
3773,Arts and Sciences
5824,Arts and Sciences
4144,Arts and Sciences
3011,Engineering
4205,Engineering
2713,Engineering
8219,Business
7738,Business
8111,Engineering
8217,Engineering
10538,Arts and Sciences
6336,Business
5319,Engineering
5971,Engineering
6332,Engineering
5892,Engineering
2355,Arts and Sciences
10171,Arts and Sciences
1290,Business
5256,Engineering
7695,Engineering
6804,Business
1447,Engineering
7494,Engineering
3278,Business
4314,Business
9005,Engineering
3767,Engineering
2875,Arts and Sciences
8866,Arts and Sciences
7295,Business
8980,Engineering
5684,Business
3059,Arts and Sciences
4666,Engineering
2903,Engineering
9460,Business
7532,Business
8655,Arts and Sciences
2795,Business
3429,Engineering
6808,Arts and Sciences
9465,Arts and Sciences
9518,Engineering
5536,Engineering
5209,Business
1082,Math
2367,Engineering
5774,Arts and Sciences
3064,Business
1689,Business
5149,Engineering
10789,Arts and Sciences
2998,Arts and Sciences
10563,Engineering
10224,Engineering
1768,Arts and Sciences
1582,Engineering
7830,Business
3412,Business
5986,Business
8488,Arts and Sciences
4867,Engineering
4096,Business
5659,Arts and Sciences
1363,Arts and Sciences
6976,Arts and Sciences
3435,Arts and Sciences
8269,Business
6236,Business
1208,Arts and Sciences
4936,Arts and Sciences
2846,Business
8617,Arts and Sciences
5580,Business
5371,Arts and Sciences
10088,Arts and Sciences
8499,Business
1528,Engineering
1292,Business
6247,Arts and Sciences
8593,Engineering
10008,Business
9433,Arts and Sciences
6679,Business
6313,Arts and Sciences
9740,Business
9251,Arts and Sciences
4897,Business
6416,Business
7647,Arts and Sciences
4778,Engineering
3081,Business
4100,Engineering
6287,Business
6219,Engineering
10187,Engineering
8770,Arts and Sciences
10568,Engineering
4294,Engineering
3917,Business
6125,Arts and Sciences
1905,Arts and Sciences
6104,Engineering
1418,Engineering
2027,Business
10920,Business
8725,Business
10174,Engineering
4858,Engineering
10301,Engineering
7891,Arts and Sciences
3118,Engineering
10215,Business
1330,Business
2932,Arts and Sciences
6784,Arts and Sciences
6565,Business
4928,Engineering
8476,Engineering
10845,Business
2885,Arts and Sciences
10821,Business
1307,Arts and Sciences
4880,Engineering
6485,Engineering
6303,Arts and Sciences
7210,Arts and Sciences
6314,Engineering
3701,Arts and Sciences
7185,Arts and Sciences
5443,Arts and Sciences
9631,Engineering
3829,Engineering
7792,Business
9929,Engineering
5407,Arts and Sciences
1237,Arts and Sciences
8838,Business
5833,Engineering
6414,Business
3202,Business
5220,Business
7155,Business
10661,Engineering
9541,Business
4068,Engineering
8365,Arts and Sciences
8545,Arts and Sciences
10050,Business
6249,Business
7311,Arts and Sciences
2889,Engineering
8673,Engineering
8867,Arts and Sciences
2407,Arts and Sciences
8104,Arts and Sciences
6956,Arts and Sciences
4834,Engineering
6908,Business
4833,Engineering
10594,Arts and Sciences
1700,Arts and Sciences
5136,Arts and Sciences
3925,Arts and Sciences
3565,Arts and Sciences
5243,Engineering
6571,Engineering
8414,Engineering
1544,Business
8811,Business
7954,Business
3151,Business
4401,Business
8558,Engineering
3622,Engineering
4803,Engineering
9466,Business
6074,Arts and Sciences
10360,Business
10654,Business
10216,Business
3812,Arts and Sciences
5250,Arts and Sciences
6841,Engineering
9771,Business
10416,Business
6507,Arts and Sciences
7130,Engineering
3266,Arts and Sciences
4654,Arts and Sciences
7376,Arts and Sciences
10931,Engineering
9635,Arts and Sciences
6732,Arts and Sciences
3805,Business
2679,Arts and Sciences
10284,Arts and Sciences
10856,Arts and Sciences
4527,Arts and Sciences
7161,Arts and Sciences
4945,Engineering
6020,Business
1568,Arts and Sciences
3573,Arts and Sciences
5818,Engineering
3465,Engineering
1968,Engineering
1428,Business
4855,Engineering
8444,Arts and Sciences
9190,Arts and Sciences
10801,Arts and Sciences
9149,Arts and Sciences
9961,Business
7247,Business
2948,Arts and Sciences
2087,Arts and Sciences
6650,Engineering
4064,Engineering
5830,Arts and Sciences
4009,Business
9550,Engineering
1296,Engineering
7613,Business
10351,Arts and Sciences
3631,Engineering
4505,Engineering
6816,Engineering
6103,Arts and Sciences
6555,Business
7919,Engineering
3212,Arts and Sciences
8333,Business
10649,Business
9226,Arts and Sciences
2981,Business
2199,Engineering
3720,Engineering
9323,Arts and Sciences
1794,Engineering
1837,Engineering
9811,Arts and Sciences
5125,Business
7615,Engineering
6341,Arts and Sciences
7573,Engineering
7898,Arts and Sciences
2872,Engineering
9814,Engineering
2731,Engineering
9136,Business
10132,Business
2728,Business
2330,Business
7579,Business
3972,Engineering
3834,Engineering
1504,Business
6537,Arts and Sciences
5281,Engineering
8171,Arts and Sciences
4369,Arts and Sciences
7981,Engineering
9483,Business
2170,Business
4140,Arts and Sciences
1221,Engineering
4274,Business
1065,Math
10526,Engineering
2441,Engineering
3110,Business
9863,Business
2570,Business
2899,Engineering
5980,Engineering
7102,Engineering
7835,Engineering
1647,Business
5027,Arts and Sciences
1222,Business
9124,Business
1801,Arts and Sciences
6760,Arts and Sciences
1064,Math
9648,Arts and Sciences
6137,Business
10332,Business
3065,Arts and Sciences
3653,Arts and Sciences
7466,Engineering
7101,Business
3293,Engineering
6150,Arts and Sciences
5588,Business
4927,Arts and Sciences
1209,Arts and Sciences
8209,Business
1686,Business
6530,Engineering
3904,Arts and Sciences
3663,Arts and Sciences
7233,Arts and Sciences
5940,Arts and Sciences
9971,Arts and Sciences
10885,Arts and Sciences
6535,Engineering
5399,Arts and Sciences
10483,Arts and Sciences
3360,Business
3855,Business
5155,Arts and Sciences
2771,Business
4969,Engineering
4633,Engineering
10210,Business
1559,Business
9859,Business
9586,Business
10323,Engineering
3791,Arts and Sciences
10015,Arts and Sciences
9264,Engineering
1679,Business
7982,Arts and Sciences
7813,Arts and Sciences
7630,Engineering
3341,Arts and Sciences
8759,Engineering
2386,Engineering
3563,Arts and Sciences
8097,Business
7336,Engineering
7179,Arts and Sciences
2354,Business
1936,Engineering
5369,Business
6810,Business
2208,Arts and Sciences
4437,Business
2819,Business
10282,Engineering
5117,Business
4695,Arts and Sciences
1688,Arts and Sciences
1660,Arts and Sciences
4914,Business
9397,Business
9842,Engineering
4937,Business
4594,Engineering
2009,Arts and Sciences
6279,Arts and Sciences
9869,Business
2068,Arts and Sciences
3953,Engineering
6012,Business
8063,Business
4676,Engineering
2572,Engineering
4575,Business
7223,Business
9407,Engineering
7675,Arts and Sciences
5821,Engineering
3649,Business
8774,Engineering
5677,Engineering
2188,Arts and Sciences
6833,Arts and Sciences
3115,Engineering
1678,Business
5076,Engineering
8663,Engineering
8275,Arts and Sciences
6338,Engineering
6469,Arts and Sciences
9499,Engineering
6660,Business
8465,Engineering
3542,Engineering
8071,Arts and Sciences
2709,Arts and Sciences
4749,Arts and Sciences
2255,Business
4725,Business
9467,Engineering
10205,Arts and Sciences
7971,Arts and Sciences
5342,Arts and Sciences
3142,Engineering
6478,Business
2780,Engineering
7476,Engineering
2304,Engineering
6952,Arts and Sciences
2422,Engineering
4726,Business
9165,Arts and Sciences
1854,Business
1584,Arts and Sciences
3796,Business
5200,Business
5463,Engineering
6238,Arts and Sciences
9736,Arts and Sciences
7951,Business
7920,Engineering
8917,Arts and Sciences
9448,Business
9008,Arts and Sciences
8205,Arts and Sciences
1767,Business
4215,Arts and Sciences
6167,Business
7640,Engineering
2845,Arts and Sciences
7040,Business
5708,Engineering
7786,Business
2459,Engineering
4094,Engineering
5919,Business
3257,Arts and Sciences
9996,Business
5255,Arts and Sciences
6743,Engineering
10112,Business
2201,Arts and Sciences
5700,Business
7358,Business
3147,Engineering
5089,Engineering
3763,Business
6243,Arts and Sciences
10617,Arts and Sciences
5517,Business
3692,Business
9082,Business
8475,Arts and Sciences
4441,Engineering
9616,Engineering
7639,Arts and Sciences
5288,Arts and Sciences
3665,Business
6509,Business
9121,Business
3141,Engineering
10738,Arts and Sciences
9552,Engineering
5331,Arts and Sciences
7187,Engineering
7633,Engineering
1488,Engineering
4878,Arts and Sciences
7925,Engineering
6579,Business
8756,Business
5023,Business
3376,Business
9376,Engineering
5026,Engineering
4464,Arts and Sciences
10651,Engineering
2576,Business
4688,Arts and Sciences
8249,Engineering
7178,Engineering
2537,Engineering
8687,Business
10394,Arts and Sciences
4004,Engineering
3803,Business
5246,Arts and Sciences
1894,Arts and Sciences
4916,Engineering
4129,Business
8819,Business
8910,Business
3220,Business
7324,Engineering
10918,Arts and Sciences
5230,Business
2863,Arts and Sciences
8835,Engineering
1842,Business
1075,Math
7159,Business
9583,Arts and Sciences
4963,Business
10302,Engineering
8235,Business
3501,Business
5363,Arts and Sciences
8278,Business
8897,Arts and Sciences
7829,Arts and Sciences
9569,Business
2331,Arts and Sciences
10114,Business
6553,Business
7401,Engineering
5590,Engineering
9316,Business
7501,Arts and Sciences
1909,Engineering
8463,Engineering
2400,Arts and Sciences
10459,Engineering
4980,Engineering
3057,Arts and Sciences
9085,Business
1821,Engineering
6220,Business
4621,Engineering
3961,Business
6811,Arts and Sciences
5634,Business
10720,Business
1583,Engineering
3006,Engineering
9959,Arts and Sciences
4491,Business
2293,Business
2527,Engineering
1693,Arts and Sciences
8823,Engineering
5510,Arts and Sciences
2233,Arts and Sciences
2423,Arts and Sciences
4453,Business
2705,Arts and Sciences
3996,Business
4961,Arts and Sciences
4810,Business
7888,Engineering
2946,Business
9770,Business
3242,Arts and Sciences
9437,Arts and Sciences
6202,Engineering
4743,Arts and Sciences
8327,Arts and Sciences
6334,Engineering
6675,Business
7113,Engineering
5981,Arts and Sciences
4279,Arts and Sciences
1361,Arts and Sciences
2516,Engineering
6090,Business
3596,Arts and Sciences
8914,Arts and Sciences
6881,Arts and Sciences
9019,Business
3451,Business
3265,Arts and Sciences
10625,Business
6391,Engineering
8392,Business
8161,Business
9894,Business
2928,Engineering
2300,Business
3928,Business
2245,Arts and Sciences
7623,Business
7093,Arts and Sciences
1395,Arts and Sciences
6965,Arts and Sciences
4985,Arts and Sciences
10075,Business
5099,Business
7700,Arts and Sciences
7950,Arts and Sciences
3847,Engineering
6195,Engineering
3660,Engineering
10777,Business
10266,Business
4416,Business
4987,Business
5148,Engineering
5348,Business
1571,Arts and Sciences
9632,Arts and Sciences
10162,Business
8132,Arts and Sciences
10191,Engineering
4243,Business
5120,Engineering
10876,Engineering
9826,Business
1962,Engineering
5973,Business
9058,Business
9383,Engineering
10702,Engineering
7236,Business
4793,Engineering
6904,Business
4451,Arts and Sciences
4570,Business
5338,Arts and Sciences
9349,Business
1233,Business
7626,Engineering
7088,Engineering
2044,Arts and Sciences
2187,Business
3466,Engineering
3263,Arts and Sciences
4259,Business
1062,Math
4542,Engineering
3669,Business
4644,Business
7671,Business
1649,Arts and Sciences
2158,Arts and Sciences
7612,Arts and Sciences
9308,Business
9794,Arts and Sciences
7837,Engineering
2267,Business
7520,Arts and Sciences
2202,Engineering
2740,Business
2772,Business
4122,Arts and Sciences
3155,Arts and Sciences
5323,Business
3156,Business
5423,Engineering
8730,Arts and Sciences
4011,Arts and Sciences
1815,Engineering
2152,Engineering
8583,Business
5768,Business
7530,Engineering
4415,Engineering
5728,Arts and Sciences
6274,Engineering
4496,Arts and Sciences
5767,Engineering
2689,Arts and Sciences
10232,Arts and Sciences
9966,Engineering
6703,Business
9252,Business
1542,Arts and Sciences
7488,Arts and Sciences
3959,Business
3580,Business
3448,Arts and Sciences
3090,Engineering
9529,Engineering
5359,Business
3168,Engineering
5796,Business
4517,Arts and Sciences
5978,Business
2404,Engineering
9217,Arts and Sciences
4285,Arts and Sciences
6046,Arts and Sciences
1325,Engineering
7875,Business
7562,Engineering
7177,Arts and Sciences
7960,Engineering
8695,Arts and Sciences
7391,Business
5558,Business
2146,Engineering
2514,Business
10772,Arts and Sciences
10278,Engineering
5251,Arts and Sciences
9490,Arts and Sciences
8752,Arts and Sciences
5393,Engineering
8179,Engineering
2063,Engineering
1843,Business
6528,Business
9567,Arts and Sciences
8084,Arts and Sciences
1788,Business
10386,Business
1839,Engineering
5022,Arts and Sciences
2806,Arts and Sciences
3408,Arts and Sciences
7469,Engineering
4103,Business
3300,Arts and Sciences
10255,Engineering
5025,Engineering
8901,Business
6299,Business
1552,Engineering
3729,Arts and Sciences
3937,Arts and Sciences
8047,Business
3965,Engineering
6632,Arts and Sciences
1563,Arts and Sciences
8027,Engineering
2056,Business
7651,Engineering
9691,Business
5701,Engineering
4630,Arts and Sciences
7728,Engineering
7045,Arts and Sciences
7310,Business
10390,Arts and Sciences
5511,Business
3423,Business
6177,Arts and Sciences
6792,Business
3523,Engineering
4396,Business
2396,Business
7383,Business
2135,Business
2994,Arts and Sciences
9526,Arts and Sciences
9286,Arts and Sciences
4459,Engineering
9307,Business
1410,Engineering
9355,Engineering
3460,Engineering
1056,Math
7087,Arts and Sciences
8003,Engineering
2247,Arts and Sciences
7137,Engineering
8107,Arts and Sciences
10747,Engineering
4576,Arts and Sciences
8922,Engineering
1957,Engineering
4077,Business
8317,Business
10218,Business
5340,Arts and Sciences
5597,Engineering
4373,Engineering
4557,Arts and Sciences
8683,Business
3075,Business
8630,Arts and Sciences
1613,Arts and Sciences
1980,Engineering
7067,Business
9931,Business
5430,Arts and Sciences
1068,Music
9592,Engineering
10665,Arts and Sciences
4246,Business
2937,Arts and Sciences
5870,Arts and Sciences
9773,Business
9067,Engineering
2229,Engineering
6458,Business
9834,Arts and Sciences
5361,Engineering
2984,Arts and Sciences
7854,Arts and Sciences
4944,Arts and Sciences
9426,Engineering
2171,Arts and Sciences
5862,Engineering
2644,Arts and Sciences
9396,Engineering
6596,Arts and Sciences
1585,Engineering
10687,Arts and Sciences
6531,Arts and Sciences
6467,Arts and Sciences
5770,Arts and Sciences
1349,Business
5488,Engineering
4145,Engineering
9501,Business
8431,Business
10759,Arts and Sciences
5470,Engineering
5476,Engineering
2417,Arts and Sciences
1541,Business
6271,Engineering
5603,Engineering
4500,Arts and Sciences
9537,Arts and Sciences
7369,Business
3673,Engineering
10707,Engineering
3564,Arts and Sciences
5253,Business
2670,Engineering
10564,Engineering
5548,Business
8462,Arts and Sciences
5854,Arts and Sciences
7624,Engineering
10201,Arts and Sciences
4395,Business
3774,Engineering
9447,Business
5167,Arts and Sciences
5905,Business
4519,Arts and Sciences
4840,Engineering
3634,Business
6141,Engineering
3009,Engineering
1370,Arts and Sciences
5194,Business
1706,Arts and Sciences
4558,Arts and Sciences
2856,Engineering
9446,Engineering
5733,Arts and Sciences
3620,Arts and Sciences
6809,Arts and Sciences
8065,Business
4687,Business
5322,Engineering
7865,Arts and Sciences
1783,Business
3679,Business
4168,Engineering
6718,Engineering
7774,Business
4013,Engineering
2945,Engineering
4900,Engineering
7793,Engineering
7118,Arts and Sciences
9925,Arts and Sciences
1797,Arts and Sciences
6634,Business
3333,Business
7810,Arts and Sciences
6927,Business
10306,Arts and Sciences
6773,Engineering
2424,Engineering
2509,Engineering
8274,Arts and Sciences
7110,Engineering
7720,Engineering
8287,Arts and Sciences
4447,Engineering
8854,Business
4815,Arts and Sciences
1054,Music
4566,Engineering
3988,Arts and Sciences
4721,Arts and Sciences
7519,Arts and Sciences
6407,Engineering
2114,Business
6806,Business
7037,Engineering
3585,Arts and Sciences
2894,Business
5737,Business
1943,Business
5649,Arts and Sciences
5139,Arts and Sciences
6781,Engineering
2611,Arts and Sciences
2815,Business
1398,Arts and Sciences
3705,Arts and Sciences
9345,Arts and Sciences
8231,Engineering
9960,Engineering
8138,Engineering
9480,Arts and Sciences
5873,Arts and Sciences
2595,Business
7855,Engineering
2789,Arts and Sciences
5121,Engineering
8079,Engineering
10547,Arts and Sciences
5725,Arts and Sciences
5829,Arts and Sciences
10602,Engineering
9225,Engineering
4908,Business
8459,Business
6609,Business
10813,Engineering
8366,Business
6504,Arts and Sciences
2589,Engineering
9017,Business
2099,Arts and Sciences
10737,Engineering
7204,Arts and Sciences
9748,Engineering
4306,Engineering
6294,Engineering
9820,Engineering
2440,Business
7899,Business
1845,Business
8732,Business
3092,Arts and Sciences
6966,Engineering
9256,Arts and Sciences
1213,Business
10929,Business
3228,Business
10042,Business
4370,Business
3685,Business
6105,Engineering
9913,Business
2434,Business
7788,Arts and Sciences
8190,Arts and Sciences
7833,Engineering
9044,Engineering
10882,Arts and Sciences
8562,Arts and Sciences
1360,Business
2043,Arts and Sciences
6162,Business
3537,Engineering
7335,Engineering
2450,Engineering
8015,Business
3047,Engineering
7309,Engineering
4028,Engineering
1705,Engineering
7273,Arts and Sciences
8301,Business
2334,Business
7205,Arts and Sciences
8051,Engineering
4848,Engineering
3860,Business
4413,Engineering
4583,Engineering
9247,Arts and Sciences
5783,Arts and Sciences
4776,Business
10110,Arts and Sciences
4655,Business
7931,Arts and Sciences
10003,Business
8423,Business
1598,Engineering
9709,Engineering
3080,Business
5947,Engineering
3675,Arts and Sciences
1863,Business
4912,Engineering
1701,Arts and Sciences
8418,Engineering
3485,Business
1404,Engineering
3237,Arts and Sciences
6741,Arts and Sciences
8088,Business
2594,Arts and Sciences
9380,Engineering
5005,Engineering
2690,Engineering
7153,Business
6782,Business
1737,Engineering
3865,Arts and Sciences
2012,Business
7072,Arts and Sciences
3982,Business
1207,Engineering
3311,Business
5765,Arts and Sciences
9881,Engineering
6727,Business
6873,Business
6556,Arts and Sciences
9435,Engineering
3127,Business
7322,Arts and Sciences
5173,Business
3169,Engineering
10450,Arts and Sciences
6653,Engineering
3164,Engineering
4303,Engineering
3013,Arts and Sciences
1763,Business
2667,Arts and Sciences
5562,Business
5097,Business
3391,Engineering
5080,Business
8313,Engineering
9561,Engineering
3989,Business
5035,Engineering
10439,Engineering
5132,Arts and Sciences
5213,Business
8926,Business
4740,Business
5492,Business
3217,Engineering
3560,Business
8291,Engineering
4053,Business
1355,Business
7594,Business
6002,Business
6866,Engineering
3529,Arts and Sciences
3001,Business
1415,Arts and Sciences
8887,Arts and Sciences
9677,Business
8920,Engineering
7012,Arts and Sciences
3310,Arts and Sciences
10637,Arts and Sciences
3083,Engineering
9979,Engineering
4513,Business
2139,Arts and Sciences
3415,Engineering
7226,Business
10591,Business
9274,Business
10771,Arts and Sciences
7183,Engineering
10886,Arts and Sciences
9220,Arts and Sciences
9905,Business
8090,Business
2765,Arts and Sciences
10250,Business
7022,Arts and Sciences
6719,Business
1818,Business
6623,Business
4804,Business
3445,Arts and Sciences
9571,Arts and Sciences
8760,Business
7731,Engineering
8586,Arts and Sciences
2669,Arts and Sciences
6206,Business
7011,Arts and Sciences
4983,Engineering
9496,Engineering
3528,Business
8729,Arts and Sciences
4774,Arts and Sciences
5848,Engineering
9853,Engineering
6468,Business
10660,Arts and Sciences
4411,Arts and Sciences
9001,Engineering
8600,Business
6418,Business
5918,Business
1671,Engineering
7682,Business
7646,Engineering
7344,Arts and Sciences
4549,Engineering
1925,Business
2123,Arts and Sciences
9156,Engineering
6201,Business
4378,Engineering
8230,Business
6961,Engineering
1456,Engineering
10809,Business
6907,Business
3943,Engineering
9974,Business
4296,Business
8916,Arts and Sciences
8034,Arts and Sciences
9028,Arts and Sciences
2137,Business
1931,Business
8714,Arts and Sciences
4562,Arts and Sciences
8534,Business
9612,Engineering
2870,Arts and Sciences
10575,Engineering
7880,Arts and Sciences
2120,Business
2215,Business
9178,Arts and Sciences
9262,Business
4913,Business
5500,Engineering
7953,Engineering
9267,Engineering
3682,Engineering
9375,Arts and Sciences
7791,Business
1696,Business
4591,Business
6440,Business
4220,Engineering
3334,Business
6625,Arts and Sciences
9333,Arts and Sciences
9674,Business
8408,Business
2985,Engineering
2769,Business
7935,Engineering
1985,Engineering
8032,Engineering
2183,Arts and Sciences
5464,Engineering
2823,Arts and Sciences
8163,Engineering
6899,Engineering
10683,Arts and Sciences
3636,Business
8722,Arts and Sciences
7673,Business
9638,Business
9965,Arts and Sciences
4135,Business
6711,Arts and Sciences
6888,Arts and Sciences
2617,Engineering
5318,Engineering
5381,Arts and Sciences
6534,Engineering
7909,Engineering
4823,Business
6599,Business
6990,Arts and Sciences
7120,Arts and Sciences
9181,Arts and Sciences
6302,Arts and Sciences
9715,Engineering
8248,Business
10430,Business
9665,Engineering
10368,Business
7747,Engineering
1862,Engineering
8430,Business
10271,Business
5579,Arts and Sciences
2972,Business
6520,Engineering
9486,Business
1651,Business
6163,Business
1973,Business
5271,Arts and Sciences
1419,Arts and Sciences
10890,Engineering
7989,Arts and Sciences
10424,Arts and Sciences
3449,Business
4070,Business
2653,Arts and Sciences
2643,Business
9558,Arts and Sciences
1323,Business
8882,Engineering
2973,Engineering
3833,Business
1474,Arts and Sciences
5222,Engineering
1727,Business
8939,Business
